SKU,item_name,jan_net_sales,feb_net_sales,mar_net_sales,apr_net_sales,may_net_sales,jun_net_sales,jul_net_sales,aug_net_sales,sep_net_sales,oct_net_sales,nov_net_sales,dec_net_sales,total_net_sales,category
F10-12,"KAONG, FILTASTE RED 32oz/12",8.7,4.35,95.7,26.1,0,8.7,0,4.35,8.7,0,0,69.6,226.2,GG
HE-BROWNSUGAR,"MILK TEA, ASSAM TETRA 400ml/24",0,0,0,0,0,0,226.18,0,0,0,0,0,226.18,GB
FLX20653565,"SUGAR, C&H DARK BRWN 1#/24",0,0,0,0,7.62,15.24,25.4,76.2,17.78,20.32,43.18,20.32,226.06,GG
72-10604,"WAFFLES, EGGO BAN CHC CHIP 12z/8",38.48,0,28.86,14.43,7.81,0,54.67,19.24,4.81,14.43,28.86,14.43,226.02,GF
JCS41806,"PASTA SAUCE, DM MUSHROOM 24OZ",0,2.26,24.86,11.3,22.6,15.82,9.04,47.46,18.08,29.38,24.86,20.34,226,GG
JCS90986,"LIME JUICE, ROYAL 32oz/12",0,27.12,0,0,18.08,29.38,47.46,15.82,18.08,9.04,40.68,20.34,226,GB
18-13040,"T/BRUSH, TOP CARE TRAVEL 1ct/12",0,0,0,0,13.56,65.54,38.42,15.82,0,20.34,33.9,38.42,226,GH
BW803070-1,"SEAWEED, KIMNORI ORGC BBQ/144",0,0,0,0,48.76,117.76,59.34,0,0,0,0,0,225.86,GG
JCS06310,"JUICE, JUMEX TETRA S&B 33.81z/12",0,0,0,0,0,46.24,43.52,8.16,127.84,0,0,0,225.76,GB
GH79613250,"SHAMP, OGX CCNT MILK 385ml/6",0,0,37.62,62.7,0,12.54,87.78,25.08,0,0,0,0,225.72,GH
GBI01370,"TUNA, SAJO HOT PEPPER 135g/48",0,0,9.4,30.55,28.2,37.6,25.85,21.15,30.55,25.85,16.45,0,225.6,GG
BW748778,"HAND SOAP, DIAL LIQ OCNSPLSH7.5z",7.05,72.85,32.9,0,21.15,51.7,39.95,0,0,0,0,0,225.6,GN
CPC01197,"SAUCE, BF CILANTRO LIME 9z/6",50.82,0,0,0,29.04,50.82,29.04,29.04,0,7.26,14.52,14.52,225.06,GG
904081,"KUMANGAI, MONAY",0,0,0,0,0,0,0,0,0,12,60,153,225,GG
PM013,"TUNA, CANNED YELLOW FIN 8oz",12.5,0,12.5,0,0,100,50,50,0,0,0,0,225,GG
BA01,"BASKET, LOCAL BAMBOO",0,0,0,0,0,37.5,25,25,37.5,87.5,0,12.5,225,GN
219/G-408,"CONTAINER, AIRTIGHT RND 1800ml",18,13.5,22.5,0,18,18,13.5,31.5,13.5,13.5,31.5,31.5,225,GN
NP06856,"SKILLET, PRESTO 16"" ELECTRIC",0,0,0,74.99,0,149.98,0,0,0,0,0,0,224.97,GN
06-85352,"BF, GERBER 1st CARROT 2-2oz/8",41.79,5.97,11.94,7.96,13.93,17.91,27.86,19.9,19.9,15.92,29.85,11.94,224.87,GI
JCS117168,"T/PASTE, CREST+SCOPE MINTY 0.85z",0,0,7.7,44.66,33.88,21.56,0,0,13.86,38.5,20.02,44.66,224.84,GH
400FD.132,TOILET DEODRIZR BOWL FRSH 132/DI,35.42,1.54,10.78,0,0,0,46.2,83.16,29.26,18.48,0,0,224.84,GN
GBI11014,"NOODLE, ONNURY BRT STRCH 500g/20",0,0,7.62,11.43,7.62,19.05,15.24,3.81,0,26.67,76.2,57.15,224.79,GG
FLX34692931,"FVG, EDAMAME SAVOR POD 2.5#/6",0,0,0,0,8.81,0,8.81,141.7,21.8,10.9,21.8,10.9,224.72,GF
B11226A,"BABY BOTTLE, NURSH 8OZ 3PK PINK",0,74.85,0,24.95,0,49.9,0,0,0,49.9,0,24.95,224.55,GI
LVJWOK#4,"WOK, D'AIRPLANE ALUMINUMWARE #4",49.9,0,0,0,0,0,0,24.95,0,24.95,49.9,74.85,224.55,GN
94-00241,"SCRUB BRUSH, IRON HNDL 1CT/6",3.35,20.1,53.6,3.35,10.05,63.65,16.75,26.8,26.8,0,0,0,224.45,GN
FLX6794087,"BEEF, GROUND RM 2#/24 73%",0,224.39,0,0,0,0,0,0,0,0,0,0,224.39,GM
CC21713,"SPOON, CHEF CRAFT TEA S/S 3pc",20.93,20.93,8.97,38.87,38.87,23.92,23.92,14.95,11.96,20.93,0,0,224.25,GN
JCS13172,"COOKIES, TRUBLU LEMN CRM 12oz",14.95,8.97,0,0,0,5.98,65.78,38.87,29.9,8.97,8.97,41.86,224.25,GG
JHK32116,"JELLY, GABRIELA STRW PRES 16z/24",20.93,29.9,38.87,35.88,11.96,44.85,17.94,23.92,0,0,0,0,224.25,GG
BCWK1919,"TEA KETTLE, BALLINTON S/S 2.7L",59.8,89.7,74.75,0,0,0,0,0,0,0,0,0,224.25,GN
ZUC1823438,"JUICE, WELCHS SNACK VRTY 2.25z",0,0,0,0,0,0,82.35,0,0,0,141.75,0,224.1,GB
E93BP-4,"BATTERIES, ALKALINE MAX C 4PK",39.51,0,0,0,0,13.17,0,158.04,0,0,0,13.17,223.89,GN
DAMAGSS200ML,"SOY SAUCE, AG 200ml/24",0,27.3,38.22,26.39,30.94,28.21,7.28,12.74,13.65,17.29,5.46,16.38,223.86,GG
EWIOR1026,"BAKEWARE, OREO NS ASST DISPLAY",53.7,8.95,8.95,53.7,26.85,17.9,0,17.9,35.8,0,0,0,223.75,GN
CR10746,"BABY POWDER, AMMENS ORIG 11oz",10.17,10.17,30.51,40.68,10.17,20.34,0,10.17,30.51,30.51,20.34,10.17,223.74,GI
KEL19982,"CEREAL, RAISIN DBL CRNBRY 14z/10",0,15.98,103.87,39.95,0,0,15.98,31.96,15.98,0,0,0,223.72,GG
KEL19907,"CEREAL, KEL FRSTDFLKS CHOC 13.7z",0,76.89,118.83,27.96,0,0,0,0,0,0,0,0,223.68,GG
PPIH-K10,"FRYING PAN, 33CM",0,0,0,0,0,0,0,0,0,0,223.68,0,223.68,GN
BASKET,"BASKET, LOCAL COCONUT WEAVED",0,0,0,0,0,0,0,58.85,47.08,11.77,0,105.93,223.63,GN
SJBMXDFRUIT180,"JUICE, CHABAA MXD FRTS 180ml/36",0,0,0,0,7.08,162.25,12.39,15.34,4.13,8.85,2.95,10.62,223.61,GB
Aug-69,"LANTERN, 1000 LUMEN MASTER LITE",27.95,27.95,0,0,0,0,27.95,55.9,83.85,0,0,0,223.6,GN
CH28952,"TUMBLER, 24z CHILLY ASST FLRL&OM",0,0,0,0,0,0,0,0,0,0,0,223.6,223.6,GN
CH39016,"TUMBLER, 24z RANGR AST MATTETRPL",0,0,0,0,0,0,0,0,0,0,0,223.6,223.6,GN
91249,"BABY BOTTLE, CLEAR W/O BPA 8OZ/6",28.93,13.15,28.93,0,23.67,15.78,7.89,15.78,26.3,10.52,34.19,18.41,223.55,GI
FLX30652100,"PIE CRUST, RA GRAHAM 6oz/12",43.18,35.56,17.78,12.7,27.94,27.94,15.24,40.64,2.54,0,0,0,223.52,GG
GIN30-1,"JUICE, GINA GUYABANO NECTAR 240m",0,0,0,0,75.5,148,0,0,0,0,0,0,223.5,GB
WBAFWB5QBK13,"AIR FRYER, WEST BEND 5QT 10PSTBK",0,0,0,0,0,0,0,0,74.5,149,0,0,223.5,GN
NAB50410,CRACKERS RITZ CRISP&THN SSLT7.1z,43.6,27.25,21.8,21.8,21.8,32.7,5.45,27.25,0,0,16.35,5.45,223.45,GG
FLX20619141,"SAUCE, CLASSICO TOM&BASIL 14z/12",27.93,15.96,7.98,7.98,19.95,15.96,35.91,27.93,7.98,11.97,19.95,23.94,223.44,GG
PPIH-K49,PITCHER 0.5L,0,0,0,0,0,0,0,0,0,0,223.38,0,223.38,GN
FLDIAPERSSPM60,"DIAPER, SWEETY SLVR PNT MD 60/6",79.75,111.65,31.9,0,0,0,0,0,0,0,0,0,223.3,GI
MAM15,"SAUCE MIX, MAMA SITA CLDERETA50g",6.65,20.9,10.45,17.1,18.05,11.4,32.3,16.15,19,13.3,19,38.95,223.25,GG
18-62473,"GAUZE, BAND AID PADS 2X2 10ct",21.15,30.55,9.4,4.7,16.45,14.1,11.75,28.2,21.15,11.75,25.85,28.2,223.25,GH
BCBA7040,"STOCK POT, BAL S/S 53qt TALL",0,0,0,0,111.55,0,0,0,0,111.55,0,0,223.1,GN
69582,"BAR SOAP, YARDLEY ENG LAV 2-4.25",17.7,14.16,24.78,24.78,14.16,38.94,17.7,7.08,24.78,10.62,21.24,7.08,223.02,GH
560#537,"GRILL & GRIDDLE, ELECTRIC",0,55.75,0,0,0,55.75,111.5,0,0,0,0,0,223,GN
KKM332180,"MISO SOUP, KIKK TOFU 30g/24",23.88,11.94,11.94,25.87,17.91,11.94,41.79,17.91,11.94,23.88,7.96,15.92,222.88,GG
K-SHI-17,"TAKUAN, PICKED SHINSHIN 130g/48",16.2,12.15,21.6,20.25,22.95,27,13.5,13.5,10.8,13.5,31.05,20.25,222.75,GG
FNT01005,"DUTCH OVEN, CE 5.5qt W/GLASS CVR",31.81,0,63.62,0,0,0,0,0,0,0,0,127.24,222.67,GN
219/G-460,"CONTAINER, PLASTIC RECT 400ml",41.63,21.72,14.48,14.48,14.48,9.05,23.53,34.39,7.24,7.24,12.67,21.72,222.63,GN
TP29,"KOHLRABI, TAIWAN FRESH",108.6,32.58,18.1,61.54,1.81,0,0,0,0,0,0,0,222.63,GP
CH38857,"TUMBLER, 18OZ TALLBOY ASSTSPECKL",0,0,0,0,18.55,37.1,55.65,18.55,37.1,37.1,18.55,0,222.6,GN
19-99911,"FISH FOOD, TROPICAL FLAKES 2.2oz",23.85,31.8,15.9,7.95,15.9,55.65,0,7.95,15.9,7.95,15.9,23.85,222.6,GN
FS42394,"SAUCE PAN, MR.HANDY 6"" 1.1lt",15.9,87.45,55.65,7.95,0,0,0,0,0,0,0,55.65,222.6,GN
FS71335,"TRASH CAN, 9QTS BEAUTIUL FLOWER",39.75,15.9,0,0,23.85,71.55,7.95,7.95,7.95,7.95,39.75,0,222.6,GN
GH141417,"BISCUIT, ARNOTTS PLAIN ARWRT 250",0,0,7.48,20.57,22.44,22.44,29.92,33.66,52.36,20.57,13.09,0,222.53,GG
DWB38,"OINTMENT, KATINKO PAIN&ITCH 10g",31.32,23.76,18.36,27,12.96,9.72,2.16,12.96,2.16,43.2,16.2,22.68,222.48,GH
PNG52382,"FS, DOWNY LFE INF BW&B REFRSH32z",13.08,13.08,19.62,6.54,6.54,13.08,39.24,26.16,6.54,6.54,39.24,32.7,222.36,GN
ANPC20512,"MIRROR, SQUARE W/ HANDLE BLK",0,0,0,0,31.02,31.02,36.19,51.7,20.68,15.51,0,36.19,222.31,GH
U1P-10435,"CAR FRESH, LT LAVENDER",0,9.9,1.8,36,32.4,25.2,5.4,0,0,0,55.8,55.8,222.3,GN
FS60600,"MUG, STONEWARE 13z ASSORTED",46.8,0,0,33.15,35.1,1.95,0,0,0,66.3,27.3,11.7,222.3,GN
C28140,"PERFUME, PB MIST TEASE 8oz",22.22,11.11,11.11,22.22,0,11.11,11.11,22.22,11.11,11.11,22.22,66.66,222.2,GH
TSJ1263/4,"CLIP, 4PC ANIMAL PRINT CLAW",0,0,0,0,55.53,37.02,61.7,67.87,0,0,0,0,222.12,GH
TSJ1266/4,"CLIP, 4PC DENIM BLUE CLAW",0,0,0,0,86.38,55.53,80.21,0,0,0,0,0,222.12,GH
72-10545,"WAFFLES, EGGO BERRY MINI 10z/8",24.05,14.43,14.43,9.62,27.96,19.24,20.97,19.24,9.62,38.48,19.24,4.81,222.09,GF
18-18601,"TAMPONS, PLAYTEX SPORT SUPER 18c",0,0,0,0,0,0,59.78,42.7,42.7,59.78,0,17.08,222.04,GH
JCS710,"SPONGE, UFO 5PK SCRUBBER",0,0,0,0,0,10.78,29.26,30.8,32.34,21.56,23.1,73.92,221.76,GN
FS71107,"TABLE COVER, 54""X108"" 6AST CLRS",26.46,15.12,0,18.9,60.48,8.82,2.52,0,0,36.54,39.06,13.86,221.76,GN
NIV22,"DEOD, NIVEA WHITENING 25ml",12.45,24.9,24.9,0,0,19.92,32.37,22.41,24.9,17.43,32.37,9.96,221.61,GH
ZUC1276481,"GOGO SQUEEZ, ORG3.2z/28",25.2,22.5,70.2,36,27.9,0.9,0,0,0,2.7,17.1,18.9,221.4,GG
GH1-96-000175,"FOOD COLOR, QUEEN RNBW NAT 4X7ml",0,0,0,0,0,15.26,0,22.89,0,137.34,22.89,22.89,221.27,GG
FS21736,"FOOD CONTAINER, RECT 44z 2ASTWC",11.96,26.91,80.73,17.94,11.96,20.93,5.98,5.98,0,11.96,8.97,17.94,221.26,GN
06-21193,"OLIVES, LINDSAY MED RIPE PIT 6z",5.98,11.96,0,2.99,11.96,5.98,32.89,56.81,5.98,2.99,0,83.72,221.26,GG
JCS11647,"CLEANER, FABULOSO LAVENDER 16.9z",0,0,0,0,0,0,17.94,11.96,17.94,23.92,47.84,101.66,221.26,GN
GBI33327,"HOTCAKE MIX, CJ BEKSUL 450G/20",14.75,11.8,20.65,23.6,26.55,8.85,17.7,41.3,14.75,17.7,5.9,17.7,221.25,GG
MEN10,"HAIR MASK, DONGBA PEACH 1000ml",10.05,0,13.4,40.2,26.8,10.05,40.2,26.8,30.15,23.45,0,0,221.1,GH
CC70364,"ICE CUBE TRAY, CHEF CRAFT 108pc",0,0,0,3.35,53.6,30.15,36.85,30.15,43.55,10.05,13.4,0,221.1,GN
CC52684,"WATER BOTTLE, 40oz MANNA  PUSH",0,0,0,0,0,0,0,0,0,0,0,221.04,221.04,GN
BW694358,"CLEANER, FABULOSO ALL PRPSE 22oz",17.78,15.24,12.7,68.58,17.78,45.72,43.18,0,0,0,0,0,220.98,GN
48-09932,"PIE, J/LORD STRAW RHU 8""-24oz/10",21.78,14.52,14.52,21.78,0,0,17.62,0,7.26,7.26,87.12,29.04,220.9,GF
VSI320537,"CLEANER, AWESOME w/BLEACH 32oz",19.9,25.87,9.95,0,13.93,33.83,7.96,13.93,47.76,17.91,19.9,9.95,220.89,GN
CC90064,"WATER BOTTLE, AQUAPELLI 18z MBLK",0,0,0,0,33.98,0,101.94,84.95,0,0,0,0,220.87,GN
MBI53363,"SIMILAC, ADV EARLY SHIELD 32z/6",25.98,12.99,25.98,64.95,0,0,0,0,0,12.99,0,77.94,220.83,GI
GC10432,"CEREAL CONTAINER, GC 24.4CUP",38.97,12.99,51.96,0,25.98,0,0,0,51.96,0,25.98,12.99,220.83,GN
ZUC1401469,"THERMOMETER, TAYLOR",0,0,0,12.99,12.99,38.97,12.99,12.99,38.97,25.98,25.98,38.97,220.83,GN
LVJBASIN2,"BASIN, S/S CAMEL 52CM-#24",24.5,24.5,49,24.5,0,0,0,24.5,0,49,0,24.5,220.5,GN
25206,"LOTION, SUAVE COCOA BUTTER 10z/6",37.52,28.14,42.21,60.97,42.21,9.38,0,0,0,0,0,0,220.43,GH
BW941906,"CHIPS, TAKIS MINI FUEGO 25CT BAG",0,0,118.65,50.85,50.85,0,0,0,0,0,0,0,220.35,GG
ZUC638603,"CLEANER, KS MULTIPURPOSE 3PK",16.95,16.95,0,0,33.9,67.8,0,0,33.9,16.95,16.95,16.95,220.35,GN
JUD01,"GUM, JUDGE BRICKS SPEARMINT 50ct",34.56,9.72,20.52,10.8,19.44,27,33.48,0,14.04,20.52,21.6,8.64,220.32,GG
DOL61358,"TUMBLER, FM PLSTC 16oz 4pc SET",0,12.53,5.37,16.11,14.32,26.85,16.11,32.22,96.66,0,0,0,220.17,GN
305107,HEADLIGHT/PEN LIGHT DISPLAY 36PC,181.3,0,0,0,0,25.9,0,0,0,0,0,12.95,220.15,GN
638#JAP-4L,"KETTLE, ALUM JAPANESE 4ltr",0,38.85,25.9,12.95,12.95,0,12.95,51.8,0,0,51.8,12.95,220.15,GN
JCS117138,"DISH DET, XTRA LIQUID SOAP 24z",0,0,16.3,34.23,3.26,0,13.04,14.67,19.56,42.38,55.42,21.19,220.05,GN
INTERNET5,"INTERNET, $5 PREPAID WI-FI CARD",50,10,25,0,0,0,0,0,0,20,60,55,220,GN
553S/9X10,"GIFT BAG, HOLOGRAM MEDIUM",35.1,19.89,16.38,12.87,46.8,14.04,5.85,16.38,3.51,47.97,1.17,0,219.96,GN
BCBA8816,"COOKWARE SET, BAL 16pc",109.95,0,0,0,109.95,0,0,0,0,0,0,0,219.9,GN
Q5715SPG99,"DOG TIE-OUT,  15FT XL",0,0,0,0,0,0,0,0,0,0,99.95,119.94,219.89,GN
CH50668,"MUG, BOULDER VANILLA 2TNPWDR 14z",0,0,0,0,19.99,19.99,39.98,19.99,59.97,39.98,19.99,0,219.89,GN
EWI9920,"SAUCEPAN, ALUM LIP 3qt W/LID",0,0,0,0,0,79.96,19.99,0,19.99,39.98,0,59.97,219.89,GN
IG32649,"COOLER, IG 16qt PLAYMATE ELITE",0,0,0,0,54.95,0,0,0,0,0,54.95,109.9,219.8,GN
IG32635,"COOLER, IG 16qt PROFILE II",0,0,0,54.95,54.95,0,0,0,54.95,54.95,0,0,219.8,GN
IG32633,"COOLER, IG 16qt PROFILE II",0,54.95,0,54.95,0,0,0,0,0,54.95,0,54.95,219.8,GN
VSI90042,"NYQUIL, VICKS COLD & FLU 1z/8",39.92,9.98,44.91,14.97,44.91,14.97,4.99,14.97,4.99,4.99,14.97,4.99,219.56,GH
TCP-2908,"COFFEE PRESS, PIERRE 8 CUP BLACK",43.9,43.9,0,43.9,43.9,0,0,0,0,0,0,43.9,219.5,GN
B11229A2,"BABY BOTTLE, NURSH 4OZ 3PK PINK",43.9,0,43.9,0,21.95,21.95,0,0,21.95,65.85,0,0,219.5,GI
MBI58052,"PEDIASURE, BANANA BTL 8OZ/24",15.96,0,0,0,0,0,0,99.75,3.99,19.95,75.81,3.99,219.45,GI
18-01514,"IBUPROFEN, EQU CAPLETS 50ct/6",11.97,0,15.96,11.97,31.92,11.97,7.98,15.96,11.97,23.94,35.91,39.9,219.45,GH
Nov-00,"READING GLASS, FOLDING W/CASE",0,0,0,0,75.81,23.94,7.98,3.99,0,0,63.84,43.89,219.45,GH
CH45276,"BENTO BOX, CORE 33oz ASST",79.8,19.95,0,19.95,0,39.9,19.95,0,0,0,0,39.9,219.45,GN
CH18843,"WATER BOTTLE, RANGER RISE 18oz",39.9,0,19.95,0,0,0,19.95,39.9,19.95,19.95,0,59.85,219.45,GN
66/TBMRS,"TIGER BALM, MOSQUITO REPLL 120ml",0,0,0,0,0,80.78,57.7,0,0,0,0,80.78,219.26,GG
VSI69532,"HAIR COLOR, REVLON CS #32",17.31,17.31,17.31,11.54,23.08,5.77,17.31,11.54,17.31,17.31,23.08,40.39,219.26,GH
DOL29960,"WOODEN CUTLERY, 24pc",0,0,0,0,0,39.82,16.29,27.15,41.63,19.91,16.29,57.92,219.01,GN
C98160U,"PERFUME, PURAVIDA COCO MIMOSA 8z",21.9,10.95,0,0,10.95,10.95,0,10.95,32.85,0,21.9,98.55,219,GH
18-01674,"CALCIUM CALTRATE, EQU 180ct/3",21.9,10.95,43.8,0,0,0,0,0,0,54.75,54.75,32.85,219,GH
RGD26032,"PERFUME, BLACK CODE 3.0oz",9.95,39.8,9.95,0,0,0,9.95,19.9,39.8,19.9,29.85,39.8,218.9,GH
VSIW20,"PERFUME, WMNS 4 ASST SCENTS",9.95,19.9,29.85,9.95,19.9,19.9,9.95,9.95,29.85,0,29.85,29.85,218.9,GH
SPEED07,"SPEEDY, CONDI DEEP CHSTNT #5",9.95,0,29.85,9.95,9.95,19.9,39.8,9.95,19.9,39.8,29.85,0,218.9,GH
FS13514,"SHELF TOTE, CLEAR W/GREY LID 25q",59.7,0,0,0,59.7,0,0,39.8,0,19.9,19.9,19.9,218.9,GN
79944,"ZIPLOC, GALLON FRZR BAGS 28ct/9",9.95,19.9,0,0,0,0,0,0,19.9,29.85,59.7,79.6,218.9,GN
C98340U,"PERFUME, LUXE SHIMMER EXOTIC 8OZ",0,9.95,0,19.9,0,9.95,9.95,0,29.85,19.9,79.6,39.8,218.9,GH
CPC00854,"SHAMP, LBP SUNKISS MANDARN 13.5z",29.85,9.95,9.95,0,9.95,39.8,29.85,49.75,9.95,19.9,9.95,0,218.9,GH
FLX2582200,"STEAM BUN, MAG CHIX ASADO 8CT/12",19.9,69.65,9.95,9.95,29.85,19.9,39.8,9.95,9.95,0,0,0,218.9,GM
BTMTTHBRUSH05,"T/BRUSH, SPRINGMAID 8165 TRVL",7.67,16.52,32.45,23.6,20.65,11.8,30.09,14.75,12.98,8.26,28.91,11.21,218.89,GH
ZUS228161,"SODA, SHASTA GRAPE 12oz",0,0,0,47.52,0,78.21,15.84,0,32.67,2.97,0,41.58,218.79,GB
58/ONNAPKIN,"NAPKIN, ONWARDS 100gm/72",35.1,51.48,26.91,37.44,63.18,4.68,0,0,0,0,0,0,218.79,GN
DAMAGGP,"GREEN PEAS, AG 400g/24",0,8.91,35.64,12.87,35.64,32.67,4.95,39.6,7.92,7.92,24.75,7.92,218.79,GG
FLX30658377,"BAKING CUP, SD PAPER 90ct/24",21.6,22.95,1.35,0,54,4.05,44.55,18.9,17.55,2.7,31.05,0,218.7,GN
07/GLADEHIF-FL,"AIR FRESH, GLADE HANG FLORA 8g",33.88,26.18,0,0,53.9,44.66,12.32,0,0,0,0,47.74,218.68,GN
41-73112,"SAUCE, THAI SPICY PNT SATAY 8z",15.08,52.78,7.54,0,30.16,7.54,22.62,0,7.54,30.16,0,45.24,218.66,GG
18-06233,"ZYRTEC, ALLERY TABLET 5ct/4",19,9.5,38,0,9.5,19,19,9.5,38,19,9.5,28.5,218.5,GH
06-83720,"MUSHROOM, EED STMS&PCS NS 4oz/24",18.92,13.76,15.48,10.32,5.16,5.16,27.52,30.96,10.32,17.2,36.12,27.52,218.44,GG
MDLCUR47314,"BANDAGE, CURAD FLEX FABRIC 30CT",27.94,12.7,20.32,0,7.62,15.24,15.24,25.4,7.62,0,50.8,35.56,218.44,GH
BFI200027,"IC CRM, TALENTI SEA SALT CRML PT",6.99,6.99,27.96,13.98,0,13.98,15.62,13.98,20.97,55.92,13.98,27.96,218.33,GF
GP17213,"ORG GIRL, SUPER GREEN 5oz/6",11.8,47.2,0,35.4,35.4,0,0,35.4,0,17.7,0,35.4,218.3,GP
DNT50SALE,"RICE, KOKUSAI CALROSE 50lbs.",0,0,0,0,95.48,95.48,27.28,0,0,0,0,0,218.24,GR
HIC142279,"GODIVA, DARK TRUFFLES 12PC",0,0,0,0,0,54.54,54.54,0,54.54,0,54.54,0,218.16,GG
GOLCOFFEEMAKER,"COFFEE MAKER, BETTY CROCKER 12CP",0,0,0,0,0,0,72.7,36.35,109.05,0,0,0,218.1,GN
ZUS980006050,"BROWNIE MIX, BC WITH KISSES 4#",0,43.62,29.08,0,14.54,14.54,29.08,43.62,0,0,0,43.62,218.1,GG
1777161,"FOOD SAVER,  RM OS 14C 3.3L SQR",18.17,36.34,72.68,0,0,0,0,54.51,18.17,0,0,18.17,218.04,GN
GOI133062.01,"PLATTER, OUR TABLE 18IN WHT RECT",0,0,18.17,0,0,72.68,36.34,18.17,0,18.17,36.34,18.17,218.04,GN
PNG08818,"CHARMIN, UL STRONG MEGA 6rl/4",0,0,0,0,0,0,0,76.3,43.6,54.5,43.6,0,218,GN
FLX7061007,"IC CRM, HD PINE/COCO 14oz/8",44.05,26.43,35.24,70.48,25.05,0,16.7,0,0,0,0,0,217.95,GF
03-19964,"TEA BAG, STASH EARL GREY 20CT/6",31.78,63.56,27.24,18.16,9.08,4.54,9.08,18.16,0,9.08,13.62,13.62,217.92,GB
32-64927,"C24, GHIR BUNNIES DRK CHOC  5.9z",0,0,81.72,27.24,108.96,-18.16,9.08,9.08,0,0,0,0,217.92,GG
JCS108232,"WASTEBASKET, STERILITE 2.5GAL",0,0,9.08,18.16,36.32,18.16,4.54,9.08,95.34,27.24,0,0,217.92,GN
FLX30649752,"TRAIL MIX, RA HONEY RSTD 11oz/8",27.24,34.05,47.67,0,47.67,61.29,0,0,0,0,0,0,217.92,GG
PAN39,"COND, PANTENE 3MIN COLGEN V300ml",0,0,9.08,9.08,9.08,0,27.24,36.32,18.16,54.48,54.48,0,217.92,GH
GH79600365,"BABY BATH, J&J BEDTIME 500ml/12",0,0,9.08,45.4,45.4,72.64,45.4,0,0,0,0,0,217.92,GI
501XM12#SD156E,"TABLECLOTH, XMAS POLY PRINTED",0,0,0,0,0,0,0,0,0,0,0,217.92,217.92,GN
ZUC1835942,"CHOC, GODIVA RED BOX 11.3oz",0,0,0,0,0,0,0,0,0,0,0,217.84,217.84,GG
KOLHL331,"BARBEQUE GRILL, PORTABLE",0,0,0,0,0,0,0,0,0,0,27.23,190.61,217.84,GN
CRE67,"KERATIN, CS REP/SHINE 10ml SACHE",18.86,6.44,13.11,10.81,26.22,12.42,22.77,19.78,15.18,12.65,18.63,40.94,217.81,GH
AV1462992,"DEOD, FF POWER FOR MEN ROLL 75ml",9.9,19.8,19.8,14.85,44.55,19.8,0,14.85,19.8,0,9.9,44.55,217.8,GH
GBI62100,"WET WIPES, BEBESUP ZERO 80ct/10",0,0,4.95,14.85,19.8,29.7,29.7,0,24.75,4.95,14.85,74.25,217.8,GI
NAB05845,"COOKIES, NUTTER BTR FDG COV 7.9z",0,13.89,37.04,0,0,0,0,0,78.71,46.3,41.67,0,217.61,GG
GG13523,"RAZOR SET, 6PK FACE & BODY",0,0,0,0,26.1,52.2,43.5,17.4,17.4,0,0,60.9,217.5,GH
25897,"MUSTARD, GREY POUPON 8OZ/12",13.05,0,4.35,13.05,30.45,21.75,52.2,26.1,43.5,8.7,4.35,0,217.5,GG
BW676249,"WASH CLOTH, RELAX STRETCH  ASST",0,0,7.24,59.73,72.4,54.3,23.53,0,0,0,0,0,217.2,GN
GHSR01201201,"PASTA, SAN REMO FETTUCCI 500g/20",0,0,27.15,57.92,23.53,0,0,0,0,0,0,108.6,217.2,GG
30546-2L,"DET, BT NATURAL FRESH 2ltr/8",19.05,3.81,30.48,99.06,64.77,0,0,0,0,0,0,0,217.17,GN
JCS31988,"COND, VO5 OCEAN FRSH 15oz/6",8.68,19.53,23.87,6.51,10.85,30.38,17.36,13.02,10.85,13.02,34.72,28.21,217,GH
EYERED,"EYE DROPS, EYE MO RED 7.5ml",38.92,5.56,22.24,0,0,0,0,0,11.12,102.86,25.02,11.12,216.84,GH
RSIPERFUME,"PERFUME, PERRY ELLIS 1oz.",24.08,12.04,0,12.04,0,60.2,0,0,0,12.04,36.12,60.2,216.72,GH
ZUC1185317-C,"RICE KRISPIES TREAT, ORIG.78z/60",162.48,54.16,0,0,0,0,0,0,0,0,0,0,216.64,GG
VSI52369,"PASTA SAUCE, DM FOUR CHEESE 24oz",19.92,9.96,7.47,0,0,4.98,24.9,24.9,34.86,22.41,37.35,29.88,216.63,GG
DUTBARBS500,"BAKING BAR, DUTCHE BTTR SWT 500g",0,0,0,38.39,24.43,31.41,59.33,0,0,0,48.86,13.96,216.38,GG
EWIEW216,"STEPCAN, DURAK S/S 12ltr",0,30.9,0,0,0,0,0,0,61.8,0,61.8,61.8,216.3,GN
03-17076,"SPICE, BADIA SESAME SEEDS 1.5/12",19.44,26.73,17.01,14.58,21.87,12.15,16.2,6.48,18.63,22.68,18.63,21.87,216.27,GG
4767133,"DOG TREAT, RAWHIDE CHIP WHT 1lb",50.88,50.88,114.48,0,0,0,0,0,0,0,0,0,216.24,GN
P37485,PERFUME C-MATCH OBSESSION 2.5OZ,0,0,0,12.72,12.72,38.16,38.16,50.88,63.6,0,0,0,216.24,GH
P97755,"PERFUME, STAY BEAUTIFUL 1.52OZ",25.44,50.88,0,0,0,0,0,38.16,0,0,38.16,63.6,216.24,GH
06-24748,"DRESSING, NEWMANS HONEY 16oz/6",33.24,5.54,38.78,22.16,0,0,0,66.48,16.62,11.08,22.16,0,216.06,GG
