SKU,item_name,jan_net_sales,feb_net_sales,mar_net_sales,apr_net_sales,may_net_sales,jun_net_sales,jul_net_sales,aug_net_sales,sep_net_sales,oct_net_sales,nov_net_sales,dec_net_sales,total_net_sales,category
ZUS980309940,"T/PASTE, COLG TTL WHTNG 6z TUBES",0,0,0,0,0,0,15.78,63.12,15.78,63.12,26.3,52.6,236.7,GH
81/057,"SESAME SEEDS, SUNFLOWER WHT 150g",26.3,26.3,42.08,2.63,15.78,23.67,18.41,31.56,18.41,5.26,7.89,18.41,236.7,GG
TCB6100C,"BODY SPRAY, BENCH B2O 100ML/24",0,14.49,0,48.3,24.15,43.47,19.32,0,24.15,19.32,19.32,24.15,236.67,GH
533/2945,"SPRAY BOTTLE, 1 LITRE 4.5x10"" 1c",24.48,29.92,8.16,5.44,21.76,16.32,68,38.08,24.48,0,0,0,236.64,GN
SJBREDWHTGRAPE,"JUICE, CHABAA REDWHT GRAPE 180ml",7.67,1.18,1.77,1.18,0,0,0,0,0,0,215.94,8.85,236.59,GB
VSI69534,"HAIR COLOR, REV CS#34 DEEP BRGDY",5.77,51.93,17.31,17.31,11.54,28.85,11.54,23.08,0,23.08,28.85,17.31,236.57,GH
MON07,"MAMON, MONDE CHOCO JAM/18",26.04,13.02,36.89,30.38,10.85,0,0,73.78,6.51,0,0,39.06,236.53,GG
DEL105,"PINEAPPLE, DM SLICES 227g/24",14.04,18.36,24.84,24.84,16.2,17.28,8.64,0,27,22.68,30.24,32.4,236.52,GB
EWI9320,"COOKING POT, EU 1.5qt W/ GLS LID",15.76,15.76,15.76,0,47.28,15.76,15.76,31.52,31.52,15.76,0,31.52,236.4,GN
CC96025,BEVERAGE BOTTLE VAC INS 34z 16PC,0,23.63,47.26,0,23.63,0,0,0,23.63,0,0,118.15,236.3,GN
CHEB43088,"WATER BOTTLE, 20oz SIERRA SPORT",0,0,0,0,0,23.63,23.63,70.89,94.52,0,23.63,0,236.3,GN
FLX4011107,"IC CRM, MY/MO MOCHI GRN TEA 6pc",0,0,60,30,0,22.5,33.78,15,30,30,15,0,236.28,GF
580#PB,"CLOTH BRUSH, PLASTIC 6x2.5x1.5""",35.1,12.15,1.35,0,5.4,12.15,33.75,33.75,24.3,31.05,31.05,16.2,236.25,GN
18-01458,"MOTION SICKNESS TABS, EQU  12ct",38.1,15.24,7.62,22.86,30.48,7.62,7.62,19.05,19.05,11.43,34.29,22.86,236.22,GH
CHMDCDU39259,"MUG, COZY CDU ASST PWDR COAT 18z",0,0,0,0,54.51,72.68,36.34,0,36.34,18.17,0,18.17,236.21,GN
FNTCE2424,"FRY PAN, C.EDGE  9.5""",18.17,0,36.34,0,18.17,36.34,54.51,0,0,0,0,72.68,236.21,GN
GOLTOASTER2,"TOASTER, BETTY CROCKER 2SLICE",0,0,0,0,0,36.34,199.87,0,0,0,0,0,236.21,GN
LDCEGU53154,"SNACK, GLICO POCKY CKIES&CRM 40g",0,0,0,0,0,0,0,137.54,77.74,20.93,0,0,236.21,GG
CC70971,"PAN BRUSH, CC DELUXE DISPLAY/72",47.84,50.83,38.87,14.95,20.93,8.97,17.94,2.99,2.99,5.98,0,23.92,236.21,GN
FLX4168646,"IC CRM, CRYSTAL CKSnCRM PINT/8",15.96,3.99,0,3.99,11.62,7.98,29.05,19.95,15.96,15.96,99.75,11.97,236.18,GF
ZUC561734,DIABETES HEALTH PK NAT MADE 60,86.4,28.8,1.44,10.08,5.04,43.2,0,8.64,4.32,5.76,26.64,15.84,236.16,GH
KEL02841,"CEREAL, KEL FRTLOOPS ORGL7.9z/10",0,0,0,0,0,0,0,0,0,0,41.3,194.7,236,GG
VSI95347,"COOKIES, C&T BUTTER DANISH 4z/24",1.95,0,0,0,33.15,13.65,40.95,42.9,9.75,0,64.35,29.25,235.95,GG
ALB02B,"DEODORIZER, ALBATROSS SMPAGUITA",34.4,32.68,18.92,0,25.8,22.36,10.32,13.76,12.04,20.64,30.96,13.76,235.64,GN
ZUC837832,"PEACHES, KS DICED CUPS 4pk-4z/5",0,0,0,3.99,31.92,23.94,39.9,55.86,15.96,23.94,35.91,3.99,235.41,GG
CYG02B,"BAR SOAP, CY GABRIEL PAPAYA 60g",21.08,34.68,21.76,12.92,27.2,9.52,15.64,6.12,19.04,38.08,0,29.24,235.28,GH
GBI94259,"SNACK, GILIM ALMOND TTEOKBOKKI",13.44,40.32,26.88,20.16,0,0,6.72,13.44,26.88,53.76,33.6,0,235.2,GG
25444,"LOTION, VASELINE ADV HLNG 10z/6",26.88,20.16,40.32,20.16,26.88,0,33.6,0,13.44,6.72,26.88,20.16,235.2,GH
03-20267,"CHOCOLATE, LINDT D/C 5.1oz/6",6.35,0,25.4,12.7,19.05,19.05,6.35,69.85,0,31.75,6.35,38.1,234.95,GG
JCS113595,"RAZOR, DORCO WOMEN 10CT/24",14.85,25.65,6.75,31.05,31.05,2.7,22.95,9.45,28.35,9.45,27,25.65,234.9,GH
M7212,BISCUIT ASPARAGUS MINI CHOCO 28g,42.35,117.81,70.84,3.85,0,0,0,0,0,0,0,0,234.85,GG
BW783076,"PEZ, LOL SURPRISE PEZ SHPR",0,0,0,0,0,0,212.93,13.93,1.99,5.97,0,0,234.82,GN
ZUC1669805,"TRAIL MIX, WR CSTLBERRY 1.75z/12",0,0,0,74.98,3.26,0,70.09,8.15,0,0,78.24,0,234.72,GG
CPC63794,"LOTION, DOVE BABY SENSITIV 13z/4",0,8.69,26.07,8.69,26.07,8.69,26.07,34.76,26.07,17.38,52.14,0,234.63,GI
06-72568,BRACH24 CANDY CANES PPRMNT SHIP,0,0,0,0,0,0,0,0,0,0,0,234.53,234.53,GG
NUT01,"SYRUP, NUTROPLEX W/IRON 120ml",14.97,9.98,9.98,4.99,19.96,24.95,0,29.94,34.93,24.95,9.98,49.9,234.53,GH
06-35374,"BOWL, PAPER EED 20oz-28ct/12",0,0,0,0,0,0,0,0,44.91,49.9,74.85,64.87,234.53,GN
S07V-320,"CONTAINER, JONQ W/CVR&LOCK #320",9.98,44.91,34.93,29.94,14.97,0,19.96,19.96,0,0,29.94,29.94,234.53,GN
PAL55,"BAR SOAP, PAL PNKSH/GLOW 55g/1",19.44,19.98,15.66,12.96,32.4,19.44,25.38,16.74,22.68,14.04,35.64,0,234.36,GH
BW827330,"FOOD CONTAINER, CG RECT 8PK 24z",40.92,40.92,18.6,52.08,22.32,3.72,14.88,3.72,3.72,7.44,3.72,22.32,234.36,GN
66079,"AFTER SHAVE, AQUA VLVA SPRT 3.5z",21.8,21.8,49.05,21.8,16.35,21.8,5.45,10.9,32.7,0,21.8,10.9,234.35,GH
38368,"BISCUIT, MCVITIE DIGSTVE WHT 8.8",49.05,21.8,5.45,38.15,21.8,5.45,10.9,16.35,5.45,10.9,27.25,21.8,234.35,GG
06-48235,"CROUTONS, MRS CUBB SSND 5z/9",24.64,24.64,52.36,21.56,3.08,3.08,12.32,15.4,18.48,12.32,27.72,18.48,234.08,GG
06-92047,"STORAGE BAG, EED QUARTS 19ct/12",40.8,24.48,5.44,2.72,13.6,19.04,16.32,16.32,21.76,43.52,29.92,0,233.92,GN
609S/H-003,"STOVE, HOT PLATE ELECTRIC DOUBLE",25.99,25.99,0,25.99,51.98,0,25.99,25.99,0,25.99,0,25.99,233.91,GN
ZUC72147,"TUMS, ULTRA ASST BERRIES 265ct",35.98,0,0,53.97,17.99,0,0,0,17.99,71.96,17.99,17.99,233.87,GH
SIEMYT2,"TUMBLER, SS MATTE W/HANDLE 20oz",0,0,0,35.98,35.98,0,17.99,17.99,0,17.99,17.99,89.95,233.87,GN
OIS21,"SNACK, OISHI FISH CRACKERS 21g",12.15,15.12,19.44,15.66,17.28,11.34,17.28,25.65,18.36,9.99,34.29,37.26,233.82,GG
TFF82424,"SAUSAGE, ALFRESCO APPLE MAPLE 7z",29.95,11.98,17.97,53.91,47.92,0,0,0,0,11.98,29.95,29.95,233.61,GM
CRE05,"KERATIN, CS HAIR FALL 10ml SACHE",13.25,7.25,37,16,16.25,21.5,5.75,19.25,17.5,25.5,33.75,20.5,233.5,GH
BW809134,"SEAWEED, TAOKAENOI ORIGINAL/60",46.4,68.15,17.4,40.6,15.95,11.6,10.15,23.2,0,0,0,0,233.45,GG
ZUS990009610,"FLASHLIGHT, MM 3pc SET 600 LUMEN",0,0,0,0,0,100.05,33.35,0,33.35,33.35,33.35,0,233.45,GN
EV-HAPKOK400ML,"COOKING OIL, HAPPI KOKI VEG 400m",0,14.04,63.72,0,0,0,0,0,17.28,138.24,0,0,233.28,GG
ZUS980175328,"SPICE, TONES/MM BAY LEAVES 2oz",64.75,51.8,116.55,0,0,0,0,0,0,0,0,0,233.1,GG
TW19204,"LEI, NM KUKUI NUT W/PIKAKE 1CT",0,0,0,0,116.55,116.55,0,0,0,0,0,0,233.1,GN
KMY#311567,"CANDY, KOPIKO CAPPUCINO 175G/24",0,0,0,0,97.51,0,0,0,0,0,0,135.32,232.83,GG
06-79898,"GLADWARE, DEEP DISH 64OZ 3CT/6",17.9,0,107.4,17.9,0,8.95,8.95,26.85,26.85,8.95,0,8.95,232.7,GN
39-45847,"SYRUP, TORANI CLSC CARMEL 12.7/4",22.16,11.08,16.62,22.16,11.08,16.62,11.08,22.16,16.62,33.24,16.62,33.24,232.68,GG
GBI01561,"SPAGHETTI IN CUP, NONGSHM 70G/30",10.89,24.75,11.88,13.86,8.91,21.78,28.71,15.84,13.86,15.84,40.59,25.74,232.65,GG
33-03103,"C22, HLDY CNDY 2FLVR DS 14oz/48",29.08,0,72.7,130.86,0,0,0,0,0,0,0,0,232.64,GG
JUM01,"SNACK, JUMPEE CHOCO FLVR 40g/60",8.32,10.88,9.92,12.16,17.92,29.76,6.72,41.28,46.08,16,10.88,22.72,232.64,GG
ZUC1767102,"DRIED MANGO, KS SWTND 35oz",0,0,0,0,0,0,0,0,0,0,0,232.64,232.64,GG
ZUC1202791,"WALNUTS, KS ORGANIC 1.7lbs",0,0,0,0,14.54,87.24,43.62,87.24,0,0,0,0,232.64,GG
C97830,PERFUME VOLATILE MEN 100ML/3,43.62,14.54,29.08,29.08,0,14.54,29.08,72.7,0,0,0,0,232.64,GH
RSIFREEZER,"FREEZER, CHEST 5 CF ARCTIC KING",0,0,0,0,0,0,0,232.45,0,0,0,0,232.45,GN
BELO3,"DEOD, BELO ROLL-ON  40ml",3.81,15.24,11.43,19.05,26.67,19.05,26.67,15.24,26.67,19.05,7.62,41.91,232.41,GH
JCS88200,"HOT SAUCE, TAPATIO  10oz/12",43.56,10.89,0,0,0,18.15,39.93,25.41,18.15,18.15,29.04,29.04,232.32,GG
EBCAW-9528,"DEEP COOKER, BLISS 4.5QT W/LID",46.45,0,0,92.9,0,0,0,0,0,0,46.45,46.45,232.25,GN
SKI71B,"BAR SOAP, SKIN WHT CLSSC 90g/8",29.7,17.55,25.65,25.65,12.15,20.25,14.85,31.05,12.15,21.6,12.15,9.45,232.2,GH
KAD-TH01,"NOODLE, TOHO-TSUSHO 8GX10PK",0,17.49,14.31,23.85,19.08,11.13,20.67,20.67,47.7,19.08,7.95,30.21,232.14,GG
683#SAZON20,"STOCK POT, SAZON THICK ALUM 20qt",0,0,0,0,0,0,86.97,0,86.97,0,0,57.98,231.92,GN
BCBA938-18QT,"STOCK POT, BAL S/S 18qt W/GL LID",46.35,0,0,46.35,46.35,0,0,46.35,0,0,0,46.35,231.75,GN
GC10103,"CUTTING BOARD, BAMBOO 12X16X5/8",0,0,0,0,0,15.45,30.9,46.35,46.35,15.45,30.9,46.35,231.75,GN
BTTLBLUEGN21OZ,"WATER BOTTLE, PALAU BLUE GN 21z",0,68.15,27.26,13.63,0,0,27.26,54.52,13.63,0,27.26,0,231.71,GN
JCS159696,"ICE COFFEE, MAZEL MIX 5STICKS/36",12.67,3.62,12.67,30.77,27.15,16.29,5.43,7.24,16.29,32.58,34.39,32.58,231.68,GB
Q59032,"OATS, QUAKER QCK 18z/12",154.44,77.22,0,0,0,0,0,0,0,0,0,0,231.66,GG
FER01,"IRON, FERROUS SULFATE 325g 100pc",23.16,17.37,28.95,40.53,23.16,0,0,17.37,17.37,28.95,5.79,28.95,231.6,GH
219/G-490,"LUNCH BOX, PLASTIC 3COMP 8X5.5""",0,0,0,0,26.08,29.34,61.94,68.46,9.78,3.26,13.04,19.56,231.46,GN
32105,"CHICKEN ALA KING, SWANSON 10.5z",23.67,23.67,15.78,10.52,31.56,42.08,7.89,21.04,34.19,7.89,5.26,7.89,231.44,GG
BCC0874B,"CAN OPENER, BALLINGTON S/S",23.94,43.89,11.97,19.95,11.97,11.97,27.93,35.91,19.95,11.97,11.97,0,231.42,GN
DMLLCAP24,"SHOWER CAP, LEMON LAVENDER 24PC",36.15,14.46,7.23,14.46,14.46,21.69,7.23,14.46,0,14.46,0,86.76,231.36,GH
ZUC1080890,"NUTELLA, SPREAD HZLNT 6.6lbs",0,0,0,0,0,0,0,0,0,0,197.94,32.99,230.93,GG
ZUC130038,"LIP BALM, CARMEX TUBE .35oz",28.64,19.69,32.22,12.53,16.11,17.9,10.74,25.06,7.16,10.74,17.9,32.22,230.91,GH
PNG19566,"SHAMP, PANTENE R&P 12oz/6",24.05,28.86,24.05,19.24,57.72,19.24,57.72,0,0,0,0,0,230.88,GH
608#105768,"BOWL, MELAMINE 8"" RAMEN BOWL AST",10.8,0,4.05,47.25,4.05,41.85,35.1,17.55,5.4,4.05,47.25,13.5,230.85,GN
TAKAG-KIR-02,"DRINK, TEA KIRIN STRAIGHT 500ml",0,0,0,0,0,0,0,0,0,52.65,76.95,101.25,230.85,GB
EYEBLUE,"EYE DROPS, EYE MO BLUE 7.5ML",19.46,16.68,27.8,0,0,0,0,0,13.9,72.28,52.82,27.8,230.74,GH
33-00806,"CANDY, ELF ON SHELF AP .28oz/18",0,0,0,0,0,0,0,0,0,0,230.67,0,230.67,GG
S07V-313,"CONTAINER, JONQ W/CVR&LOCK #313",0,0,0,0,6.59,26.36,32.95,79.08,6.59,19.77,26.36,32.95,230.65,GN
41-71455,"SAUCE, KIKKOMAN WASABI 9.25OZ/9",7.44,26.04,14.88,11.16,48.36,14.88,3.72,0,18.6,18.6,48.36,18.6,230.64,GG
45-62962,"TOMATO, AMORE PASTE TUBE 4.5oz",11.16,29.76,29.76,26.04,33.48,11.16,7.44,3.72,22.32,26.04,7.44,22.32,230.64,GG
RDL10B,"BAR SOAP, RDL WHITEN PAPAYA 135g",55.1,30.45,42.05,59.45,43.5,0,0,0,0,0,0,0,230.55,GH
VSI75869,"DOG FOOD, PURINA1 TRU NSTNCT 13z",32.9,75.67,72.38,49.35,0,0,0,0,0,0,0,0,230.3,GN
6020977,"CORELLE, SERVING BOWL WNTR FR 2q",27.08,27.08,13.54,0,13.54,0,13.54,54.16,0,0,27.08,54.16,230.18,GN
BFI00308,"IC CRM, B&J TOP WHISKEY BIZ PT8",4.5,4.5,36,4.5,15.62,22.5,39.05,31.5,0,13.5,58.5,0,230.17,GF
BFI13227,"IC CRM BAR, MAGNUM DRK RFA 3pk/8",0,0,0,0,0,39.6,66.8,44.55,39.6,34.65,4.95,0,230.15,GF
SJBVALORA180ML,"JUICE, CHABAA ORANGE 180ml/36",0,0,0,0,8.85,74.34,20.65,27.14,24.78,43.66,12.39,18.29,230.1,GB
16-00556,"FVG, CAULIFLWR FLORETS EED 12oz",0,32.64,76.16,35.36,57.24,0,28.62,0,0,0,0,0,230.02,GF
06-17346,"TOMATO, DM DICED 14.5OZ/24",23.87,26.04,160.58,0,0,0,0,0,0,8.68,8.68,2.17,230.02,GG
CP-Z115,"LUNCH BOX, CHUPA Z-115 CLR LID",0,0,0,0,138,0,0,46,46,0,0,0,230,GN
ZUS924190,"SPICE, MM CINNAMON ORG 7oz",0,0,10.95,76.65,10.95,21.9,54.75,0,10.95,10.95,32.85,0,229.95,GG
ZW12496/57696,"PET BOWL, XSUPER HEAVY NOTIP 96z",43.8,21.9,0,10.95,0,21.9,0,32.85,0,21.9,32.85,43.8,229.95,GN
BCBA39,"POT, BAL CAZO S/S 60CM",0,0,0,0,0,0,0,0,0,229.95,0,0,229.95,GN
32-81821,"GUM, DUBBLE DUBBLE BAG 16oz/24",0,0,0,4.79,38.32,38.32,23.95,67.06,38.32,19.16,0,0,229.92,GG
LCI12235,"WOK, SKY LIGHT CARBON STEEL",209,0,0,0,0,0,0,0,0,0,0,20.9,229.9,GN
EV-SWACLN580ML,"CLEANER, SWAT GLASS 580ML/24",19.91,16.29,28.96,21.72,18.1,5.43,18.1,47.06,28.96,25.34,0,0,229.87,GN
JCS94036,"FORK, IMPERIAL PLASTC CLEAR 36CT",0,0,0,0,0,14.67,50.53,65.2,42.38,34.23,22.82,0,229.83,GN
44633,"DINNER, BC TUNA HL CREAMY BROCC",28.72,53.85,17.95,25.13,10.77,28.72,57.44,7.18,0,0,0,0,229.76,GG
ZUC1103106,"PYREX, FOOD STORAGE SNAPWARE 18p",0,45.95,0,0,0,0,0,0,45.95,0,0,137.85,229.75,GN
BFI200001,"IC CRM, TALENTI BELG CHOC PINT",0,13.98,27.96,6.99,0,20.97,61.8,27.96,0,0,48.93,20.97,229.56,GF
527Y#PP20,"PLATE, PARTY PAPER PRNTD 9""-50ct",0,9.98,34.93,9.98,14.97,4.99,9.98,24.95,34.93,29.94,9.98,44.91,229.54,GN
06-40670,"CAT FOOD, FRSKS PRIME CHCKN 5.5z",0,76.86,71.82,0,0,0,0,30.24,0,0,0,50.4,229.32,GN
40664,"CAT FOOD, F FEAST SALMON 3oz/24",15.12,5.04,22.68,32.76,49.14,7.56,7.56,22.68,51.66,15.12,0,0,229.32,GN
DOL39638,"SHOPPING BAG, 19.7"" X",0,0,0,0,0,0,93.24,103.32,32.76,0,0,0,229.32,GN
18-32270,"BODY SPONGE, BNFT 1CT/6",0,23.4,24.57,26.91,26.91,30.42,14.04,29.25,8.19,26.91,17.55,1.17,229.32,GH
06-94177,"POPCORN, EED BTTR LITE 3pk-8.7",37.7,14.5,17.4,8.7,14.5,17.4,17.4,26.1,14.5,17.4,14.5,29,229.1,GG
FLX30639020,"SOUP, CHICKEN BROTH RA 48oz/8",35.55,39.5,19.75,0,3.95,7.9,51.35,43.45,27.65,0,0,0,229.1,GG
APP-MX401B-2,"HAND MIXER, B&D 5SPD BLACK",0,0,0,32.72,0,32.72,0,98.16,0,0,65.44,0,229.04,GN
GBI0000GM38,"WATER BOTTLE, PLASTIC 11.5L",0,32.72,0,0,32.72,0,65.44,0,0,32.72,32.72,32.72,229.04,GN
JCS24515,"HONEY, DON VICTOR PUREW/COMB 16z",0,0,0,0,0,63.6,12.72,0,0,0,38.16,114.48,228.96,GG
C97720,"PERFUME, JUST US 1.7OZ",0,0,0,0,89.04,0,63.6,76.32,0,0,0,0,228.96,GH
BTTLBLGRAY40OZ,"WATER BOTTLE, PALAU BL GRAY 40oz",76.32,0,0,38.16,0,0,19.08,57.24,38.16,0,0,0,228.96,GN
CPC05311,"SHAMP, DOVE INTSV REPAIR 25z/4",12.72,38.16,0,0,12.72,50.88,25.44,0,12.72,0,12.72,63.6,228.96,GH
ZUS710645,"SPICE, MRS.SALT FREE OR BLND 10z",32.7,32.7,65.4,10.9,0,10.9,10.9,10.9,21.8,10.9,10.9,10.9,228.9,GG
06-04342,"CHERRIES, OREGON DARK SWT 14.5z",16.35,81.75,10.9,0,21.8,5.45,0,27.25,0,0,27.25,38.15,228.9,GG
PNG13143,"DET, TIDE LIQ SMPLY BRZ 84z-64ld",0,0,0,0,0,0,0,65.4,152.6,0,0,10.9,228.9,GN
W50016004,"SKIN SERUM, GARNIER BRT VITC30ml",0,0,0,0,0,0,0,0,0,0,32.7,196.2,228.9,GH
JCS68403,"ROASTER, ALUM DURABLE OVAL&RECT",0,0,0,0,0,19.9,155.22,7.96,21.89,0,23.88,0,228.85,GN
18-62862,"COLD RELIEF, THERAFLU 6ct/3",29.85,19.9,69.65,19.9,0,0,39.8,19.9,0,9.95,9.95,9.95,228.85,GH
48837,"HAIR SPRAY, TRESEMME 2 EX HLD 11",19.9,0,19.9,9.95,19.9,39.8,9.95,49.75,9.95,0,0,49.75,228.85,GH
168LUNCHBAG,LUNCH BAG,0,0,0,0,0,0,59.7,49.75,19.9,29.85,49.75,19.9,228.85,GN
CPC00767,"COND, LBP COCO WATER 20.25z/4",19.9,29.85,29.85,49.75,19.9,29.85,39.8,9.95,0,0,0,0,228.85,GH
RGD26279,"PERFUME, GII LEAU 3.3oz",39.8,79.6,39.8,19.9,19.9,9.95,9.95,9.95,0,0,0,0,228.85,GH
CAN3297565,"CANDLE, CL JAR BLK CHERRIES 18oz",19.9,29.85,39.8,0,19.9,9.95,49.75,0,0,0,19.9,39.8,228.85,GN
91103,"BABY BOTTLE, EVENFL0W W/O BPA 4z",28.93,15.78,18.41,0,26.3,13.15,15.78,13.15,26.3,34.19,34.19,2.63,228.81,GI
ZUS980143893,"BODY WASH, CARESS SILK 25.4z/2",16.34,16.34,40.85,40.85,0,24.51,32.68,24.51,16.34,16.34,0,0,228.76,GH
JCS123756,"AIR FRESH, GLADE TRNQLAVPRM 8.3z",0,0,0,0,29.04,101.64,0,0,0,0,3.63,94.38,228.69,GN
GH351732,"MORTEIN, RED EXPORT REG 300g/12",0,0,25.4,12.7,12.7,19.05,44.45,50.8,44.45,19.05,0,0,228.6,GN
33-02768,C24 PROMISES DOVE CRML  7.94z,0,0,0,0,0,0,0,0,0,0,12.7,215.9,228.6,GG
VSI65970,"SYRUP, PEARL MILLNG ORIG 24z/12",0,0,0,57.15,63.5,31.75,69.85,6.35,0,0,0,0,228.6,GG
TSJ1267/4,"HAIR CLIP, CLAW SFT PNK FLWR 4PC",0,0,0,0,0,0,0,0,0,0,0,228.6,228.6,GH
18-11870,"VITAMIN, NB POTASSIUM GL 610MG",0,31.75,19.05,6.35,12.7,12.7,19.05,25.4,12.7,31.75,25.4,31.75,228.6,GH
18-99918,MESH BATH SPONGE 1ct/96,0,0,0,0,0,0,0,0,45.72,33.02,101.6,48.26,228.6,GN
JCS184240,"FS, SUAVITEL ANOCHECER 700ML/12",0,0,0,0,0,0,0,32.64,0,32.64,119.68,43.52,228.48,GN
JCS14937,"CRACKERS, LIL DM SALTINE 16OZ/24",24.48,0,0,0,0,16.32,29.92,19.04,40.8,27.2,38.08,32.64,228.48,GG
EWI97302,"POT, CALDERO ALUM 6.7qt W/LID",57.08,0,57.08,0,0,0,0,0,0,0,28.54,85.62,228.32,GN
JER01,"SWEETMILK, JERSEY CONDENSED 390g",0,0,0,0,0,0,0,0,0,0,0,228.15,228.15,GG
M7529,"COOKIES, BOURBON CHOCOLASEINE",0,0,0,0,0,0,0,0,0,39.82,101.36,86.88,228.06,GG
COL77,"GUM, GUMBALL PINTOORA 25ct",32.3,36.1,73.15,24.7,39.9,21.85,0,0,0,0,0,0,228,GG
APP-BL2010BG,"BLENDER, B&D 10SPD GLASS JAR BLK",0,0,113.98,0,0,0,0,0,0,113.98,0,0,227.96,GN
LCIFLASK300ML,"FLASK, VACUUM 300ML",0,0,0,0,0,0,16.28,211.64,0,0,0,0,227.92,GN
M7542,"CHOCOLATE, ALFORT BITTER 55g/120",0,0,0,0,0,0,0,0,0,42.12,108,77.76,227.88,GG
GH79614270,"PADS, STAYFREE ULT THIN W/W 20'S",0,0,20.7,0,6.9,20.7,34.5,6.9,13.8,69,48.3,6.9,227.7,GH
GC06084,"SKILLET, GC CAST IRON 12""",0,37.95,0,37.95,0,37.95,0,37.95,0,0,0,75.9,227.7,GN
14383,"BENADRYL CREAM, EXTRA STR 1oz/6",17.97,5.99,23.96,23.96,11.98,17.97,17.97,17.97,23.96,17.97,11.98,35.94,227.62,GH
FLX2084013,"HOSTESS, MINI SS CRNCH DONNETTE",8.97,20.93,8.97,50.83,0,14.95,18.16,20.93,41.86,14.95,23.92,2.99,227.46,GF
533/8360,"FOOD CONTAINER, PLTC RND 5lt-LID",47.88,23.94,23.94,19.95,27.93,15.96,0,11.97,15.96,23.94,15.96,0,227.43,GN
FLX30633458,"JUICE, TS APPLE COCKTAIL 64oz/8",0,0,0,0,0,0,0,0,0,123.69,35.91,67.83,227.43,GB
17-58504,"DIP, DEAN'S FRENCH ONION 16oz/6",11.97,19.95,31.92,15.96,3.99,27.93,15.96,7.98,15.96,47.88,0,27.93,227.43,GC
ZUC48551,"POP CORN JUG, ORVILLE ORIG 8lbs",0,0,0,37.9,18.95,0,0,0,37.9,18.95,75.8,37.9,227.4,GG
EV-DIAPSTL-36,"DIAPER, PAMPERS BD SZ L 36ct/4",0,0,18.95,132.65,18.95,0,56.85,0,0,0,0,0,227.4,GI
VSI12583,"BEANS, JACKS SUPR GARBANZO 16oz",0,0,0,0,34.98,77.91,0,0,0,114.48,0,0,227.37,GG
CCNTSQUEEZER,"SQUEEZER, COCONUT W/ JACK & PAN",0,227.26,0,0,0,0,0,0,0,0,0,0,227.26,GN
CHKF36411,"WATER BOTTLE, RANGER PRO 64z SS",0,0,0,0,0,45.45,0,0,45.45,45.45,90.9,0,227.25,GN
FNT84061,"KNIFE SET, CERAMIC BLACK 6PC",45.45,0,90.9,0,0,0,0,45.45,0,0,0,45.45,227.25,GN
CHS22176-N,"WATER BOTTLE, RANGER PRO BRT 64z",0,0,0,0,0,45.45,45.45,45.45,0,45.45,45.45,0,227.25,GN
41-61259,"SAUCE, PATAK'S KORMA CURRY 15z/6",22.16,33.24,49.86,16.62,11.08,0,11.08,11.08,16.62,0,16.62,38.78,227.14,GG
FLX30626051,"VINEGAR, SS WHITE 16oz/12",0,0,0,0,12.04,30.96,125.56,58.48,0,0,0,0,227.04,GG
18-62392,"POMADE, MURRAY'S 3OZ/1",9.08,9.08,36.32,31.78,13.62,22.7,36.32,13.62,13.62,18.16,13.62,9.08,227,GH
IG66246,"TOTE, MINI ESSNTL OP PRNTBSC BLT",0,0,0,0,0,79.45,22.7,22.7,22.7,34.05,22.7,22.7,227,GN
ASKEY10,"ASKEY, ANTIHISTAMINE 10mg-10ct",4.45,53.4,13.35,40.05,8.9,13.35,26.7,40.05,8.9,8.9,8.9,0,226.95,GH
M0689,"SNACK, ALMOND GLICO CANDY 75.2g",6.3,13.86,20.16,54.18,15.12,6.3,45.36,13.86,15.12,6.3,15.12,15.12,226.8,GG
06-95781,"CHOCOLATE, MR GOODBAR 1.75OZ/36",0,0,0,152.25,16.8,7.35,9.45,15.75,25.2,0,0,0,226.8,GG
RPCGMASST,EYEGLASS ACCESSORY FLOOR DISPLAY,44.82,7.47,12.45,17.43,7.47,17.43,32.37,24.9,2.49,22.41,9.96,27.39,226.59,GH
KGU9-4910,"OINTMENT, TIGER BALM RED 20GM/20",17.43,17.43,0,11.62,17.43,34.86,69.72,0,0,17.43,29.05,11.62,226.59,GH
JCS45274,"FACIAL MASK, HONEY #MK006",0,0,0,0,17.93,29.34,32.6,30.97,22.82,16.3,30.97,45.64,226.57,GH
NAGHS40,"NUTS, NAGARAYA HOT&SPICY 40g/120",40.64,39.36,30.08,1.92,64,12.8,0,37.76,0,0,0,0,226.56,GG
FGBOD0113,"FEMININE WASH, HN COOL&GNT 165ml",21.24,17.7,28.32,10.62,17.7,3.54,28.32,17.7,35.4,17.7,21.24,7.08,226.56,GH
KCG42489,"PADS, KOTEX UBY LNRS 50ct/8",0,0,4.72,9.44,42.48,47.2,28.32,33.04,9.44,4.72,18.88,28.32,226.56,GH
CPC25180,"DEOD, DEGREE SHR PWDR 2.6z/12",8.38,8.38,20.95,12.57,41.9,25.14,0,25.14,25.14,8.38,20.95,29.33,226.26,GH
14359,"NEOSPORIN, PLUS OINMENT 0.5OZ/6",0,0,0,0,0,0,0,0,0,0,120.64,105.56,226.2,GH
